business_name,phone,website,instagram_handle,instagram_url,facebook_url,google_maps_cid,category,area,description,url,verified_date,operating_status,source
"Farmacia San Gabriel - Cahuita, Limón, Costa Rica",+506 2755 0210,,,,https://www.facebook.com/FarmaciaSanGabrielCahuita,9409071117936930456,shopping,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/farmacia-san-gabriel/,2025-07-23,active,pvs_cache
"Fusión Restaurante - Sixaola, Limón, Costa Rica",+506 6238 3809,,,,https://www.facebook.com/p/Fusi%C3%B3n-Restaurante-61560392795414/,1530710866481715684,restaurant,Sixaola,Get directions,https://www.puertoviejosatellite.com/en/sixaola/fusion-restaurante/,2025-08-28,active,pvs_cache
"Gandoca Tours - Gandoca, Limón, Costa Rica",+506 8762 8848,,gandocatours,https://www.instagram.com/gandocatours/,https://www.facebook.com/GandocaTours,369095546087240155,tour_company,Gandoca,Get directions,https://www.puertoviejosatellite.com/en/gandoca/gandoca-tours/,2025-10-01,active,pvs_cache
"Goddess Garden - Cahuita, Limón, Costa Rica",+506 2755 0070,,thegoddessgarden,https://www.instagram.com/thegoddessgarden/,https://www.facebook.com/thegoddessgarden,186463717107051484,hotel,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/goddess-garden/,2025-09-26,active,pvs_cache
"Green Corner - Cahuita, Limón, Costa Rica",,,,,,8586190007161993067,vacation_rental,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/green-corner/,2025-12-31,active,pvs_cache
"Green Lapa's Village - Manzanillo, Limón, Costa Rica",+506 6184 2373,,greenlapasvillage,https://www.instagram.com/greenlapasvillage/,,9791432593542222900,vacation_rental,Manzanillo,Get directions,https://www.puertoviejosatellite.com/en/manzanillo/green-lapas-village/,2025-12-18,active,pvs_cache
"Hakuna Matata Hostel - Cahuita, Limón, Costa Rica",+506 2755 1225,,hostelhakunamatata,https://www.instagram.com/hostelhakunamatata/,https://www.facebook.com/hostelincahuita,444550623725401269,hostel,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/hakuna-matata-hostel/,2025-11-15,active,pvs_cache
"Happy House Manzanillo - Manzanillo, Limón, Costa Rica",,https://vrbo.com/affiliate/pWzjiFo,happyhousecostarica,https://www.instagram.com/happyhousecostarica/,https://www.facebook.com/profile.php?id=100075797204148,7613918281459191152,vacation_rental,Manzanillo,Get directions,https://www.puertoviejosatellite.com/en/manzanillo/happy-house-manzanillo/,2025-09-13,active,pvs_cache
"Hotel Boutique D'Angelo - Manzanillo, Limón, Costa Rica",+506 7291 2426,,,,https://www.facebook.com/profile.php?id=100064102569308,13214603253697214599,vacation_rental,Manzanillo,Get directions,https://www.puertoviejosatellite.com/en/manzanillo/hotel-boutique-dangelo/,2025-09-26,active,pvs_cache
"Hotel Cabinas Nadine - Cahuita, Limón, Costa Rica",+506 8484 4586,,,,https://www.facebook.com/HotelCabinasIguanaVerdeCahuita/,353287636532313894,vacation_rental,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/hotel-cabinas-nadine/,2025-09-02,active,pvs_cache
"Hotel La Diosa - Cahuita, Limón, Costa Rica",+506 2755 0055,,,,https://www.facebook.com/hotelladiosa,12163838727176411611,hotel,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/hotel-la-diosa/,2025-12-31,active,pvs_cache
"Hotel Los Cielos del Caribe - Cahuita, Limón, Costa Rica",+506 8518 0187,,villasloscielosdelcaribe,https://www.instagram.com/villasloscielosdelcaribe/,https://www.facebook.com/HotelLosCielosdelCaribe,17152278174809306212,vacation_rental,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/hotel-los-cielos-del-caribe/,2025-12-31,active,pvs_cache
"Hungry Lion's Jamaican Restaurant - Cahuita, Limón, Costa Rica",+506 2755 0214,,,,,7931758129028338854,restaurant,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/hungry-lions-jamaican-restaurant/,2025-02-06,active,pvs_cache
"Info Boutique - Cahuita, Limón, Costa Rica",+506 2755 0168,,,,,16153266066667852472,shopping,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/info-boutique/,2025-04-29,active,pvs_cache
"Jungle Dreamz - Manzanillo, Limón, Costa Rica",+506 8315 7245,,,,https://www.facebook.com/pages/Jungle-Dreamz/114455975236832,,vacation_rental,Manzanillo,Get directions,https://www.puertoviejosatellite.com/en/manzanillo/jungle-dreamz/,2025-08-04,active,pvs_cache
"Kañik Apart Hotel - Manzanillo, Limón, Costa Rica",+506 4350 0806,,kanikapartahotel,https://www.instagram.com/kanikapartahotel/,,918804293272785482,vacation_rental,Manzanillo,Get directions,https://www.puertoviejosatellite.com/en/manzanillo/kanik-apart-hotel/,2025-11-26,active,pvs_cache
"Kenaki Lodge - Cahuita, Limón, Costa Rica",+506 2755 0485,,kenakilodge,https://www.instagram.com/kenakilodge/,https://www.facebook.com/pages/Kenaki-Lodge/194675713985418,5472805211653745581,hotel,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/kenaki-lodge/,2025-09-30,active,pvs_cache
"La Casa Del Mango - Cahuita, Limón, Costa Rica",+506 8801-2963,,la_casa_del_mango,https://www.instagram.com/la_casa_del_mango/,https://www.facebook.com/lacasadelmango,3403734860617253025,vacation_rental,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/la-casa-del-mango/,2025-09-25,active,pvs_cache
"La Casa de las Flores Hotel - Cahuita, Limón, Costa Rica",+506 2755 0326,,,,,,hotel,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/la-casa-de-las-flores-hotel/,2025-09-20,active,pvs_cache
"La Fundación Cahuita Playing for Change - Cahuita, Limón, Costa Rica",+506 8311 4971,https:///playingforchange.org/cahuita-music-program/,fundacioncahuitapfc,https://www.instagram.com/fundacioncahuitapfc/,https://www.facebook.com/CahuitaMusicProgram,,services,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/la-fundacion-cahuita-playing-for-change/,2025-12-14,active,pvs_cache
"La Rana De Cahuita - Cahuita, Limón, Costa Rica",+506 8428 5077,,laranadecahuitalodge,https://www.instagram.com/laranadecahuitalodge/,https://www.facebook.com/laranadecahuita,11801731566865996686,vacation_rental,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/la-rana-de-cahuita/,2025-09-29,active,pvs_cache
"La Shamana Ecolodge - Cahuita, Limón, Costa Rica",+506 8471 5831,http://www.lashamana.com/,ecolodge_lashamana,https://www.instagram.com/ecolodge_lashamana/,https://www.facebook.com/lashamanaecolodge,16726434082337585414,hotel,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/la-shamana-ecolodge/,2026-01-30,active,pvs_cache
"Lalola Villa - Cahuita, Limón, Costa Rica",+506 8759 1675,,,,,4188662448855075824,vacation_rental,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/lalola-villa/,2025-12-23,active,pvs_cache
"Lilan Nature - Cahuita, Limón, Costa Rica",+506 2755 1180,,,,,7842934647721083510,vacation_rental,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/lilan-nature/,2025-12-26,active,pvs_cache
"Manzanillo Caribbean Resort - Manzanillo, Limón, Costa Rica",+506 8774 1940,,manzanilloresortcr,https://www.instagram.com/manzanilloresortcr/,https://www.facebook.com/manzanilloresort,7812100596306456251,hotel,Manzanillo,Get directions,https://www.puertoviejosatellite.com/en/manzanillo/manzanillo-caribbean-resort/,2025-12-18,active,pvs_cache
"Marfi Inn - Cahuita, Limón, Costa Rica",+506 8703 3928,,,,,1016397361328131166,vacation_rental,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/marfi-inn/,2025-09-21,active,pvs_cache
"Maxi's Restaurant - Manzanillo, Limón, Costa Rica",+506 2759-0673,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g1644063-d1160823-Reviews-Maxi_s_Restaurant-Manzanillo_Province_of_Limon.html,,,,2811947477184958270,restaurant,Manzanillo,Get directions,https://www.puertoviejosatellite.com/en/manzanillo/maxis-restaurant/,2025-09-23,active,pvs_cache
"Mayela Public Parking - Sixaola, Limón, Costa Rica",+506 8532 6251,,,,,15101902642643077553,services,Sixaola,Get directions,https://www.puertoviejosatellite.com/en/sixaola/mayela-public-parking/,2025-10-05,active,pvs_cache
"Mulata - Cahuita, Limón, Costa Rica",+506 6137 5040,,mulata.cr,https://www.instagram.com/mulata.cr/,,5024698566950962619,shopping,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/mulata/,2025-12-31,active,pvs_cache
"Nature Observatorio - Manzanillo, Limón, Costa Rica",+506 8628 2663,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Attraction_Review-g1644063-d1880685-Reviews-Nature_Observatorio-Manzanillo_Province_of_Limon.html,natureobservatorio,https://www.instagram.com/natureobservatorio/,https://www.facebook.com/natureobservatorio,,tour_company,Manzanillo,Get directions,https://www.puertoviejosatellite.com/en/manzanillo/nature-observatorio/,2025-09-02,active,pvs_cache
"New Caribe Point - Cahuita, Limón, Costa Rica",+506 2755 0045,,,,,,vacation_rental,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/new-caribe-point/,2025-12-28,active,pvs_cache
"OIJ - Bribri, Limón, Costa Rica",+506 2751-1087,https://sitiooij.poder-judicial.go.cr/index.php/oficinas/subdelegaciones-regionales/bribri,,,,6403317079907227998,services,Bribri,Get directions,https://www.puertoviejosatellite.com/en/bribri/oij/,2025-01-31,active,pvs_cache
"Oasi Apartments - Cahuita, Limón, Costa Rica",+506 2755 0570,,,,,,vacation_rental,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/oasi-apartments/,2025-12-15,active,pvs_cache
"Ocean View Lodge Cahuita - Cahuita, Limón, Costa Rica",+506 2755 1166,,,,https://www.facebook.com/ovcahuita,1791381660457758704,hotel,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/ocean-view-lodge-cahuita/,2025-09-25,active,pvs_cache
"Pangea Lodge - Manzanillo, Limón, Costa Rica",+506 8738 4860,,,,https://www.facebook.com/PangeaLodgeManzanillo,,vacation_rental,Manzanillo,Get directions,https://www.puertoviejosatellite.com/en/manzanillo/pangea-lodge/,2025-09-19,active,pvs_cache
"Papaya Wildlife Lodge - Cahuita, Limón, Costa Rica",+506 2101 5327,,papaya_wildlife_lodge,https://www.instagram.com/papaya_wildlife_lodge/,,304180330543571100,vacation_rental,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/papaya-wildlife-lodge/,2025-09-20,active,pvs_cache
"Parqueo Sixaola - Sixaola, Limón, Costa Rica",+506 7117 2345,,,,https://www.facebook.com/profile.php?id=100088425357322,3973269979891349390,services,Sixaola,Get directions,https://www.puertoviejosatellite.com/en/sixaola/parqueo-sixaola/,2025-10-05,active,pvs_cache
"Passion Fruit Ecolodge - Cahuita, Limón, Costa Rica",+506 8939 9823,,passionfruitecolodge,https://www.instagram.com/passionfruitecolodge/,https://www.facebook.com/Passionfruitlodgecahuita,936609025929524946,hotel,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/passion-fruit-ecolodge/,2025-09-24,active,pvs_cache
"Piscina Natural - Cahuita, Limón, Costa Rica",+506 2755 0146,,,,,17869478518882169277,hotel,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/piscina-natural/,2025-08-28,active,pvs_cache
"Pizzeria Cahuita - Cahuita, Limón, Costa Rica",+506 2755 0179,,pizzeriacahuita,https://www.instagram.com/pizzeriacahuita/,https://www.facebook.com/pizzeriacahuita,640877045685360336,restaurant,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/pizzeria-cahuita/,2025-12-29,active,pvs_cache
"Playa Grande Lodge - Cahuita, Limón, Costa Rica",+506 2755 0250,,,,https://www.facebook.com/Playa-Grande-Lodge-223636637680516/,8354222119223173690,hotel,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/playa-grande-lodge/,2025-09-28,active,pvs_cache
"Playa Negra Guesthouse - Cahuita, Limón, Costa Rica",+506 2755 0127,,playanegraguesthouse.cahuita,https://www.instagram.com/playanegraguesthouse.cahuita/,https://www.facebook.com/Playa-Negra-Guesthouse-128215690542524,,hotel,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/playa-negra-guesthouse/,2025-09-18,active,pvs_cache
"Pura Vida Vegana - Cahuita, Limón, Costa Rica",,,,,,10399984297239881230,vacation_rental,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/pura-vida-vegana/,2025-08-26,active,pvs_cache
"Redfrogteam Guardianes de la Naturaleza - Bribri, Limón, Costa Rica",+506 8874 9992,,,,https://www.facebook.com/Redfrogteam-Bri-Bri-Area-Touren-100781238950402/,3224358448323034123,tour_company,Bribri,Get directions,https://www.puertoviejosatellite.com/en/bribri/redfrogteam-guardianes-de-la-naturaleza/,2025-10-04,active,pvs_cache
"Reggae Bar - Cahuita, Limón, Costa Rica",,,,,https://www.facebook.com/profile.php?id=100057259068437,6096810839054830174,restaurant,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/reggae-bar/,2025-09-25,active,pvs_cache
"Restaurante Bananas - Cahuita, Limón, Costa Rica",+506 2755 0057,,,,,3265602198018337523,restaurant,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/restaurante-bananas/,2025-09-01,active,pvs_cache
"Rhodes Island Cabinas - Cahuita, Limón, Costa Rica",,,,,,10690687264393434328,hotel,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/rhodes-island-cabinas/,2025-03-06,active,pvs_cache
"Riverside Cabins and Houses - Cahuita, Limón, Costa Rica",+506 8893 2252,,,,,,hotel,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/riverside-cabins-and-houses/,2025-09-16,active,pvs_cache
"Roberto's Restaurant and Tours - Cahuita, Limón, Costa Rica",,,,,,5842569498936371106,restaurant,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/robertos-restaurant-and-tours/,2025-08-05,active,pvs_cache
"Se Ua Bed and Breakfast - Manzanillo, Limón, Costa Rica",+506 8807 6663,,,,https://www.facebook.com/Se-Ua-Manzanillo-308067895891256/,,hotel,Manzanillo,Get directions,https://www.puertoviejosatellite.com/en/manzanillo/se-ua-bed-and-breakfast/,2024-09-20,active,pvs_cache
"Secret Garden - Cahuita, Limón, Costa Rica",+506 2755 0581,,,,,,hostel,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/secret-garden/,2025-09-20,active,pvs_cache
"Shiosai Retreat Cabins - Gandoca, Limón, Costa Rica",+506 8450 9411,,shiosai_cabins,https://www.instagram.com/shiosai_cabins/,,2791131175093117206,hotel,Gandoca,Get directions,https://www.puertoviejosatellite.com/en/gandoca/shiosai-retreat-cabins/,2025-11-27,active,pvs_cache
"Sloth Sanctuary - Cahuita, Limón, Costa Rica",+506 2750 0775,,sloth.sanctuary.costa.rica,https://www.instagram.com/sloth.sanctuary.costa.rica/,https://www.facebook.com/SlothSanctuaryCostaRica,7287083462049763885,tour_company,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/sloth-sanctuary/,2025-09-19,active,pvs_cache
"Sobre las Olas by Gondwana - Cahuita, Limón, Costa Rica",+506 2755 0109,,sobrelasolasbygondwana,https://www.instagram.com/sobrelasolasbygondwana/,https://www.facebook.com/Sobre-las-Olas-by-Gondwana-107791894469888/,9015241096564614926,restaurant,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/sobre-las-olas-by-gondwana/,2025-09-26,active,pvs_cache
"Soda Chang - Sixaola, Limón, Costa Rica",,,,,,12096131897059550769,restaurant,Sixaola,Get directions,https://www.puertoviejosatellite.com/en/sixaola/soda-chang/,2025-07-01,active,pvs_cache
"Soda Kawe - Cahuita, Limón, Costa Rica",+506 2755 0233,,,,,9935585180743716856,restaurant,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/soda-kawe/,2025-09-23,active,pvs_cache
"Soda Marta - Sixaola, Limón, Costa Rica",+506 7040 6944,,,,,17548396689353983180,restaurant,Sixaola,Get directions,https://www.puertoviejosatellite.com/en/sixaola/soda-marta/,2025-01-31,active,pvs_cache
"Soda y Cabinas Kaniki - Gandoca, Limón, Costa Rica",+506 2754 1071,,,,,,hotel,Gandoca,Get directions,https://www.puertoviejosatellite.com/en/gandoca/soda-y-cabinas-kaniki/,2025-04-09,active,pvs_cache
"Sport Body Gym - Cahuita, Limón, Costa Rica",+506 2755 0216,,sport_body_gym,https://www.instagram.com/sport_body_gym/,https://www.facebook.com/sportbodygym.CR,7364638263800075443,services,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/sport-body-gym/,2025-07-05,active,pvs_cache
"Suizo Loco Lodge - Cahuita, Limón, Costa Rica",+506 2755 0349,,,,,,hotel,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/suizo-loco-lodge/,2025-09-14,active,pvs_cache
"Super Negro Cahuita - Cahuita, Limón, Costa Rica",,,supernegrosupermercado,https://www.instagram.com/supernegrosupermercado/,,1491509510148377065,shopping,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/super-negro-cahuita/,2025-09-03,active,pvs_cache
"Super Vaz 2 - Cahuita, Limón, Costa Rica",,,,,,6639028591976267928,shopping,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/super-vaz-2/,2025-08-15,active,pvs_cache
"TKD Caribe - Cahuita, Limón, Costa Rica",+506 8805 1273,,dokkaebi_tkd,https://www.instagram.com/dokkaebi_tkd/,https://www.facebook.com/p/TKD-Caribe-100054283429642/,,services,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/tkd-caribe/,2025-09-07,active,pvs_cache
"Tarponville Fishing Lodge - Manzanillo, Limón, Costa Rica",+506 8499 7131,,tarponville_fishing_lodge,https://www.instagram.com/tarponville_fishing_lodge/,https://www.facebook.com/tarponville,,hotel,Manzanillo,Get directions,https://www.puertoviejosatellite.com/en/manzanillo/tarponville-fishing-lodge/,2025-09-25,active,pvs_cache
"Terminal de Buses Sixaola - Sixaola, Limón, Costa Rica",,,,,,12283987889434351587,services,Sixaola,Get directions,https://www.puertoviejosatellite.com/en/sixaola/terminal-de-buses-sixaola/,2025-10-05,active,pvs_cache
"Three Monkeys - Cahuita, Limón, Costa Rica",+506 6008 9241,,,,,6474159768299184830,vacation_rental,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/three-monkeys/,2026-01-02,active,pvs_cache
"Topos Tree House - Cahuita, Limón, Costa Rica",+506 2755 0105,,,,https://www.facebook.com/topostreehouse,,vacation_rental,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/topos-tree-house/,2025-12-25,active,pvs_cache
"Tourist Police - Cahuita, Limón, Costa Rica",,,,,,15033673071524244619,services,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/tourist-police/,2022-05-26,active,pvs_cache
"Troy's Place - Cahuita, Limón, Costa Rica",,,,,,4460094513370819167,vacation_rental,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/troys-place/,2025-09-16,active,pvs_cache
"Villa Mango - Cahuita, Limón, Costa Rica",+506 8370 1469,,,,,,vacation_rental,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/villa-mango/,2025-06-19,active,pvs_cache
"Wildlife Lodge Cahuita - Cahuita, Limón, Costa Rica",+506 8908 5447,,wildlife_lodge_cahuita,https://www.instagram.com/wildlife_lodge_cahuita/,https://www.facebook.com/wildlife.lodge.cahuita,11172305075992391997,hotel,Cahuita,Get directions,https://www.puertoviejosatellite.com/en/cahuita/wildlife-lodge-cahuita/,2025-09-27,active,pvs_cache
